ID,label,,,,,,,,,,,,,,,,,,,,,,
1935-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1937-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1938-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1941-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1944-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1946-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1948-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1952-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1954-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1956-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1959-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1960-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1961-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1962-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1963-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1964-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1965-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1966-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1967-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1970-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1971-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1972-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1973-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1974-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1975-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1976-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1977-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1978-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1979-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1980-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1983-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1984-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1987-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1988-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1990-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1991-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1992-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1993-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1994-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1998-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1396-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1398-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1399-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1400-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1402-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1403-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1404-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1406-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1408-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1409-A-S1,0,,,,,,,,,,,,,,,,,,,,,,
1412-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1414-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1415-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1416-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1418-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1419-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1420-A-S2,0,,,,,,,,,,,,,,,,,,,,,,
1422-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1423-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1424-A-S3,0,,,,,,,,,,,,,,,,,,,,,,
1426-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1427-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1428-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1429-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1430-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1432-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1433-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1435-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1436-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1438-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
1439-A-S4,1,,,,,,,,,,,,,,,,,,,,,,
0196-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0199-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0202-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0204-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0205-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0209-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0213-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0217-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0222-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0223-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0228-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0233-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0234-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0241-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0246-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0249-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0252-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0253-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0262-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0265-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0270-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0277-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0278-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0282-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0283-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0285-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0286-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0288-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0289-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0290-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0291-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0292-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0293-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0301-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0306-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0307-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0310-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0312-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0315-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0318-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0320-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0324-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0330-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0334-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0336-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0339-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0340-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0341-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0343-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0344-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0346-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0347-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0348-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0351-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0353-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0356-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0357-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0358-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0363-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0364-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0365-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0366-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0367-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0370-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0373-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0375-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0378-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0379-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0388-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0390-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0397-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0413-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0419-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0425-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0427-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0434-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0450-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0456-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
0457-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
0461-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
0467-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0468-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0469-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0470-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0471-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0472-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0475-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0479-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0481-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
0482-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0483-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0485-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0487-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0488-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
0493-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
0496-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
0497-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1133-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1134-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1135-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1137-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1138-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1139-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1141-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1142-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1144-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1147-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1148-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1149-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1150-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1152-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1154-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1155-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1156-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1157-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1158-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1159-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1161-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1162-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1163-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1164-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1166-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1169-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1171-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1173-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1174-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1176-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1177-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1178-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1179-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1180-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1181-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1183-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1184-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1185-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1187-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1188-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1189-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1190-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1192-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1194-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1195-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1196-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
0999-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1000-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1001-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1002-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1003-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1004-B1-S1,0,,,,,,,,,,,,,,,,,,,,,,
1005-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1006-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1007-B1-S2,0,,,,,,,,,,,,,,,,,,,,,,
1009-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1010-B1-S3,0,,,,,,,,,,,,,,,,,,,,,,
1011-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1012-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1013-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1014-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1015-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1016-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1018-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1020-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1021-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1024-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1025-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1026-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1027-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1028-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1029-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1030-B1-S4,1,,,,,,,,,,,,,,,,,,,,,,
1031-B2-S1,0,,,,,,,,,,,,,,,,,,,,,,
1035-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
1036-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
1038-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
1040-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
1041-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1042-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1043-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1046-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1047-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1049-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1050-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1053-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
1056-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1057-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1058-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1059-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1061-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1062-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1064-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1065-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1066-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1070-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1071-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1073-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1074-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1075-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1076-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1078-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1080-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1084-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1086-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1093-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1095-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1097-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1098-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1101-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1103-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1104-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1107-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1108-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1109-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1111-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1112-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1114-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1115-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1120-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1122-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1124-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1125-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
1128-B2-S4,1,,,,,,,,,,,,,,,,,,,,,,
2000-B2-S1,0,,,,,,,,,,,,,,,,,,,,,,
2001-B2-S1,0,,,,,,,,,,,,,,,,,,,,,,
2006-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2008-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2009-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2012-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2013-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2015-B2-S2,0,,,,,,,,,,,,,,,,,,,,,,
2017-B2-S3,0,,,,,,,,,,,,,,,,,,,,,,
